Fecha:,12/11/2023 12:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Provincia,Municipio,Localidad,Código postal,Dirección,Margen,Longitud,Latitud,Toma de datos,Precio gasolina 95 E5,Precio gasolina 95 E10,Precio gasolina 95 E5 Premium,Precio gasolina 98 E5,Precio gasolina 98 E10,Precio gasóleo A,Precio gasóleo Premium,Precio gasóleo B,Precio gasóleo C,Precio bioetanol,% bioalcohol,Precio biodiésel,% éster metílico,Precio gases licuados del petróleo,Precio gas natural comprimido,Precio gas natural licuado,Precio hidrógeno,Rótulo,Horario
SEGOVIA,COCA,COCA,40480,CARRETERA CUELLAR-ALDEANUEVA 32.6 KM. 3431,D,-4.526750,41.213417,09/11/2023 09:58,1.690,,,,,1.659,1.739,1.429,,,,,,,,,,REPSOL,L-V: 07:00-21:00; S: 08:00-15:00
SEGOVIA,COLLADO HERMOSO,COLLADO HERMOSO,40170,CR N-110 171,D,-3.921861,41.037222,06/11/2023 09:03,1.708,,,1.858,,1.668,1.728,,,,,,,,,,,REPSOL,L-J: 07:00-22:00; V: 07:00-23:00; S: 08:00-23:00; D: 08:00-22:00
SEGOVIA,CUÉLLAR,CUELLAR,40200,SEGOVIA km 00,I,-4.302806,41.390250,10/11/2023 23:59,1.554,,,,,1.539,1.579,,,,,,,,,,,AN GLUS,L-D: 24H
SEGOVIA,CUÉLLAR,CUELLAR,40200,CARRETERA VALLADOLID S/N FINCA 16114 KM. 148,D,-4.326972,41.405972,10/11/2023 11:28,1.554,,,,,1.539,,,,,,,,,,,,EL SURTIDOR,L-D: 24H
SEGOVIA,CUÉLLAR,CUELLAR,40200,CARRETERA CL-601 KM. 511,I,-4.305333,41.394417,12/11/2023 00:00,1.619,,,1.769,,1.629,1.719,,,,,,,,,,,REPSOL,L-D: 07:00-23:00
SEGOVIA,CUÉLLAR,CUELLAR,40200,CR CL-601  46,D,-4.334250,41.409167,12/11/2023 00:00,1.629,,,,,1.639,1.709,,,,,,,,,,,REPSOL,L-V: 06:00-22:00; S: 07:00-22:00; D: 07:00-23:00
SEGOVIA,ESPINAR (EL),ESPINAR (EL),40400,PASEO DE LAS PEÑITAS 104,D,-4.234611,40.717417,12/11/2023 00:00,1.619,,,,,1.639,1.689,,,,,,,,,,,REPSOL,L-V: 06:00-22:00; S-D: 07:00-22:00
SEGOVIA,ESPINAR (EL),ESPINAR (EL),40400,CALLE LOS LLANOS 1,I,-4.258778,40.721389,10/11/2023 08:39,1.509,,,,,1.519,,,,,,,,,,,,CARLOS DIEZ SEGOVIA,L-D: 24H
SEGOVIA,ESPINAR (EL),ESPINAR (EL),40440,CARRETERA 603 KM. 712,N,-4.207917,40.776917,10/11/2023 15:00,1.609,,,1.749,,1.604,1.684,,,,,,,,,,,SHELL,L-D: 06:00-00:00
SEGOVIA,ESPINAR (EL),SAN RAFAEL,40410,AVDA. ALTO DEL LEÓN Nº 3,N,-4.188389,40.713472,11/11/2023 20:01,1.599,,,1.739,,1.619,1.689,,,,,,,,,,,GALP,L-D: 06:00-22:00
SEGOVIA,FRESNO DE CANTESPINO,FRESNO DE CANTESPINO,40516,NACIONAL 110 (SORIA-PLASENCIA) km 1106,D,-3.468861,41.332306,07/11/2023 09:12,1.699,,,1.869,,1.669,1.759,,,,,,,,,,,CEPSA,L-D: 07:00-23:00
SEGOVIA,FUENTEPELAYO,FUENTEPELAYO,40260,CARRETERA TUREGANO KM. 18700,D,-4.187889,41.221500,09/11/2023 10:54,1.629,,,1.889,,1.559,,,,,,,,,,,,ANDRES TEJEDOR E HIJOS,L-D: 24H
SEGOVIA,FUENTESAÚCO DE FUENTIDUEÑA,FUENTESAUCO FUENTIDUEÑA,40355,CARRETERA FUENTESAUCO - VEGAFRIA KM. 06,I,-4.064667,41.428611,10/11/2023 09:00,1.554,,,,,1.539,,1.104,,,,,,,,,,A.N. GLUS,L-D: 24H
SEGOVIA,GARCILLÁN,GARCILLAN,40120,CARRETERA C L 605 DE SEGOVIA A ZAMORA KM. 14,I,-4.263944,40.986333,10/11/2023 08:40,1.599,,,1.769,,1.619,1.719,1.439,,,,,,,,,,CAMPSA,L: 07:00-23:00
SEGOVIA,GOMEZSERRACÍN,GOMEZSERRACIN,40240,AUTOVIA CL 601 KM. 63,D,-4.299639,41.291694,12/11/2023 00:00,1.629,,,,,1.629,1.699,1.374,,,,,,,,,,REPSOL,L-S: 07:00-22:00; D: 09:00-22:00
SEGOVIA,GRAJERA,GRAJERA,40569,CARRETERA CARRETERA DE ENCINAS KM. 1211,I,-3.641806,41.367417,06/11/2023 09:35,1.818,,,1.978,,1.758,1.858,,,,,,,,,,,REPSOL,L-D: 07:00-23:00
SEGOVIA,HONTALBILLA,HONTALBILLA,40353,CARRERA RIAZA A TORO SN,N,-4.119111,41.347444,07/11/2023 10:12,1.619,,,,,1.639,1.709,1.309,,,,,,,,,,REPOSTAR,L-D: 24H
SEGOVIA,LABAJOS,LABAJOS,40146,CARRETERA N-6 MADRID CORUÑA KM. 94600,I,-4.517250,40.837444,12/11/2023 00:00,1.649,,,,,1.649,1.719,1.359,,,,,,,,,,CEPSA,L-D: 06:00-22:00
SEGOVIA,LASTRILLA (LA),LASTRILLA (LA),40196,CARRETERA SORIA KM. 40,D,-4.094667,40.967833,10/11/2023 12:53,1.509,,,,,1.489,,,,,,,,,,,,BALLENOIL,L-D: 24H
SEGOVIA,LASTRILLA (LA),LASTRILLA (LA),40196,CARRETERA N-110 A SORIA KM 189 PARKING SUPERMERCADO KM. 110,N,-4.098417,40.965917,10/11/2023 13:58,1.549,,,1.689,,1.519,1.589,,,,,,,,,,,Q8,L-V: 07:00-22:00; S-D: 08:00-22:00
SEGOVIA,LASTRILLA (LA),LASTRILLA (LA),40196,CL-601 (VALLADOLID-SEGOVIA) km 105,D,-4.102722,40.969556,10/11/2023 14:00,1.579,,,,,1.574,,,,,,,,,,,,SHELL,L-S: 07:00-21:00; D: 09:00-16:00
SEGOVIA,MARTÍN MUÑOZ DE LA DEHESA,MARTIN MUÑOZ DE LA DEHESA,40466,AUTOVIA A-6 KM. 124,D,-4.699306,41.052917,11/11/2023 20:02,1.629,,,1.769,,1.629,1.679,,,,,,,,,,,GALP,L-D: 07:00-23:00
SEGOVIA,MOZONCILLO,MOZONCILLO,40250,CARRETERA YANGUAS-PEÑAFIEL KM. 11700,I,-4.191750,41.143028,12/11/2023 10:32,1.659,,,1.829,,1.629,1.719,1.349,,,,,,,,,,REPSOL,L-S: 07:30-22:00; D: 09:00-15:00
SEGOVIA,NAVA DE LA ASUNCIÓN,NAVA DE LA ASUNCION,40450,CALLE REQUIJADA 2,D,-4.510972,41.156556,09/11/2023 20:36,1.599,,,,,1.519,,,,,,,,,,,,GAR,L-D: 24H
SEGOVIA,NAVA DE LA ASUNCIÓN,NAVA DE LA ASUNCION,40450,CARRETERA SG-341 STA.MA.NIEVA-NAVA 10.1 KM. 341,I,-4.484083,41.145028,09/11/2023 09:57,1.679,,,,,1.659,1.739,1.429,,,,,,,,,,CAMPSA,L-S: 06:00-22:00; D: 08:00-22:00
SEGOVIA,NAVALMANZANO,NAVALMANZANO,40280,AUTOVIA A-601 KM. 759,D,-4.269944,41.186444,10/11/2023 15:30,1.529,,,1.719,,1.499,1.569,,,,,,,0.938,,,,NAVATRANS,L-D: 24H
SEGOVIA,NAVALMANZANO,NAVALMANZANO,40280,POLIGONO POLIGONO 13 PARCELA 46. MOLINO 46,D,-4.268694,41.185361,08/11/2023 14:54,1.529,,,,,1.459,,,,,,,,,,,,BEROIL NAVALMANZANO,L-D: 24H
SEGOVIA,NAVALMANZANO,NAVALMANZANO,40280,CARRETERA TUREGANO-NAVAS DE ORO KM. 1,D,-4.267944,41.209028,06/11/2023 12:15,,,,,,,,,,,,,,,,1.042,,HAM,L-D: 24H
SEGOVIA,NAVAS DE SAN ANTONIO,NAVAS DE SAN ANTONIO,40408,CARRETERA N-VI KM. 72,D,-4.298139,40.749194,11/11/2023 10:51,1.659,,,1.869,,1.639,1.779,,,,,,,,,,,BP,L-D: 07:00-23:00
SEGOVIA,PALAZUELOS DE ERESMA,PEÑAS DEL ERIZO,40194,CALLE LAS ESPIGAS 191,N,-4.077667,40.922694,12/11/2023 06:03,1.579,,,,,1.579,1.649,,,,,,,,,,,GALP&GO,L-D: 24H
SEGOVIA,PRADALES,CARABIAS,40540,CARRERA CARABIAS 130,D,-3.678028,41.439806,10/11/2023 00:00,1.719,,,1.897,,1.699,1.808,,,,,,,,,,,REPSOL,L-D: 07:00-23:00
SEGOVIA,PRÁDENA,PRADENA,40165,CTRA N-110 PK 144600,D,-3.671944,41.149167,08/11/2023 00:00,1.668,,,1.798,,1.628,1.688,,,,,,,,,,,REPSOL,L-D: 07:00-23:00
SEGOVIA,RIAZA,RIAZA,40500,CARRETERA NACIONAL 110 KM. 117800,D,-3.485139,41.276917,07/11/2023 09:12,1.639,,,1.809,,1.589,1.669,,,,,,,,,,,BUQUERIN,L-D: 07:00-23:00
SEGOVIA,SAN CRISTÓBAL DE SEGOVIA,SAN CRISTOBAL DE SEGOVIA,40197,CARRETERA SG-V-6123 KM. 2,D,-4.088056,40.952278,10/11/2023 14:00,1.589,,,1.729,,1.584,1.664,,,,,,,,,,,SHELL,L-D: 06:00-00:00
SEGOVIA,SAN ILDEFONSO,SAN ILDEFONSO O LA GRANJA,40100,CR CL-601 1201  I,I,-4.020333,40.904472,10/11/2023 08:41,1.599,,,1.769,,1.619,1.719,,,,,,,,,,,REPSOL,L: 07:00-23:00
SEGOVIA,SAN MIGUEL DE BERNUY,SAN MIGUEL DE BERNUY,40332,CR C-603 65,I,-3.952194,41.397417,10/11/2023 10:11,1.658,,,,,1.548,1.549,1.308,,,,,,,,,,BRAVOIL ,L-S: 07:00-22:00; D: 08:00-15:00
SEGOVIA,SANGARCÍA,SANGARCIA,40134,CTRA.DE SEGOVIA S/N,N,-4.414056,40.949639,10/11/2023 11:04,1.599,,,,,1.619,,1.439,,,,,,,,,,AGROCOMERCIAL HIGUERA ,L-V: 08:00-20:00; S: 08:00-14:00; D: 09:00-14:00
SEGOVIA,SANTA MARÍA LA REAL DE NIEVA,SANTA MARIA LA REAL DE NIEVA,40440,CL CORONEL ORTEGA 45 (C-605 km 30),D,-4.403333,41.068028,09/11/2023 12:24,1.679,,,,,1.639,1.739,,,,,,,,,,,REPSOL,L-V: 06:30-21:30; S: 07:30-21:30; D: 08:30-14:30
SEGOVIA,SANTO TOMÉ DEL PUERTO,VILLAREJO,40590,AUTOVIA A1 KM. 99,D,-3.584028,41.188222,10/11/2023 08:27,1.689,,,,,1.679,1.749,,,,,,,,,,,E.S. MIRASIERRA,L-D: 24H
SEGOVIA,SEGOVIA,SEGOVIA,40001,AVENIDA PADRE CLARET (DEL) 8,D,-4.115778,40.948194,10/11/2023 11:05,1.619,,,1.779,,1.609,1.709,,,,,,,,,,,REPSOL,L-V: 07:00-22:00; S-D: 08:00-22:00
SEGOVIA,SEGOVIA,SEGOVIA,40002,PASEO EZEQUIEL GONZALEZ 28,D,-4.122944,40.946111,10/11/2023 08:40,1.599,,,1.769,,1.619,1.719,,,,,,,,,,,REPSOL,L-D: 24H
SEGOVIA,SEGOVIA,SEGOVIA,40004,CALLE LOS DORADORES 6,I,-4.105694,40.941472,12/11/2023 00:00,1.609,,1.639,1.759,,1.609,1.699,,,,,,,,,,,REPSOL,L-V: 07:00-23:00; S-D: 08:00-22:00
SEGOVIA,SEGOVIA,SEGOVIA,40005,CALLE CARRETERA SAN RAFAEL 5,D,-4.108611,40.932944,12/11/2023 00:00,1.634,,1.714,,,1.599,1.679,,,,,,,,,,,CEPSA,L-D: 06:00-22:00
SEGOVIA,SEGOVIA,SEGOVIA,40005,AVDA. JUAN CARLOS I 19 (N-603 km 945),D,-4.111250,40.937778,12/11/2023 06:00,1.684,,1.764,,,1.649,1.729,,,,,,,0.979,,,,CEPSA,L-D: 24H
SEGOVIA,SEGOVIA,SEGOVIA,40006,CARRETERA SAN RAFAEL N-603 KM. 87,I,-4.108528,40.918250,09/11/2023 18:57,1.529,,,,,1.519,,,,,,,,,,,,SEMUTRANSA,L-D: 24H
SEGOVIA,SEGOVIA,SEGOVIA,40006,CL PLAZA PUERTA MADRID S.N.,D,-4.112417,40.936222,12/11/2023 00:00,1.605,,,,,1.609,,,,,,,,,,,,REPSOL,L-V: 07:30-18:30; S: 09:00-15:30
SEGOVIA,SEGOVIA,SEGOVIA,40006,POLIGONO POLÍGONO INDUSTRIAL EL CERRO LUZ DE CASTILLA S/N,N,-4.112028,40.922639,10/11/2023 12:15,1.579,,,1.789,,1.569,1.609,,,,,,,,,,,CARREFOUR,L-D: 24H
SEGOVIA,SEGOVIA,SEGOVIA,40006,C.N.-603-MARGEN DERECHO km 93.60000,D,-4.109194,40.927194,10/11/2023 14:00,1.579,,,1.719,,1.574,1.654,,,,,,,0.939,,,,SHELL,L-D: 06:00-00:00
SEGOVIA,SEGOVIA,SEGOVIA,40006,C.N.-603-MARGEN IZQUIERDO km 93.60000,I,-4.109694,40.927194,10/11/2023 14:00,1.579,,,1.719,,1.574,1.654,,,,,,,,,,,SHELL,L-D: 06:00-00:00
SEGOVIA,SEGOVIA,SEGOVIA,40006,CALLE NAVACERRADA 1,D,-4.115056,40.926556,10/11/2023 10:20,1.479,,,,,1.489,,,,,,,,,,,,PLENOIL ,L-D: 24H
SEGOVIA,SEGOVIA,SEGOVIA,40006,CALLE GUADARRAMA 14,D,-4.113500,40.931444,10/11/2023 12:53,1.479,,,,,1.489,,,,,,,,,,,,BALLENOIL,L-D: 24H
SEGOVIA,SEGOVIA,REVENGA,40194,CALLE LA GRANJA 2,D,-4.058111,40.910139,10/11/2023 10:20,1.479,,,,,1.489,,,,,,,,,,,,PLENOIL,L-D: 24H
SEGOVIA,SEPÚLVEDA,SEPULVEDA,40300,CALLE ALFONSO VI 29,I,-3.744833,41.298722,08/11/2023 14:58,1.579,,,,,1.469,,,,,,,,,,,,BEROIL,L-D: 24H
SEGOVIA,TOLOCIRIO,TOLOCIRIO,40467,CR N-601 131,D,-4.649500,41.134167,12/11/2023 00:00,1.609,,,1.719,,1.609,1.659,,,,,,,,,,,REPSOL,L-V: 07:00-22:00; S-D: 08:30-22:00
SEGOVIA,TORRECABALLEROS,ALDEHUELA,40160,CARRETERA N-110 KM. 182650,D,-4.040444,40.986139,06/11/2023 08:51,1.699,,,1.928,,1.669,1.789,1.459,,,,,,,,,,CEPSA  E.S. TORRECABALLEROS (LLORSOIL),L-D: 07:30-22:00
SEGOVIA,TURÉGANO,TUREGANO,40370,CARRETERA ARANDA DE DUERO  -  SEGOVIA KM. 68,D,-4.007611,41.153472,11/11/2023 10:32,1.659,,,,,1.629,1.719,,,,,,,,,,,REPSOL,L-S: 07:30-21:30; D: 09:00-21:30
SEGOVIA,VALLELADO,VALLELADO,40213,CARRETERA CL 602 OLMEDO- CUELLAR KM. 101640,D,-4.443889,41.398889,06/11/2023 20:14,1.588,,,,,1.578,,,,,,,,,,,,LOW COST VALLELADO,L-D: 24H
SEGOVIA,VALSECA,VALSECA,40390,CARRETERA CL-601 KM. 100800,I,-4.148778,40.998861,12/11/2023 00:00,1.639,,,1.789,,1.629,1.719,,,,,,,,,,,REPSOL,L-D: 07:00-23:00
SEGOVIA,VALVERDE DEL MAJANO,VALVERDE DEL MAJANO,40140,CALLE FRESNO 72,D,-4.200139,40.957750,09/11/2023 09:13,1.669,,,,,1.629,,,,,,,,,,,,CEPSA  E.S. VALVERDE (LLORSOIL),L-D: 24H
SEGOVIA,VILLACASTÍN,VILLACASTIN,40150,CR N-6 882,I,-4.463889,40.796778,12/11/2023 06:03,1.644,,,1.784,,1.684,1.754,1.319,,,,,,,,,,GALP,L-S: 07:00-23:00; D: 07:00-22:00
SEGOVIA,VILLACASTÍN,VILLACASTIN,40150,CR N-6 88,D,-4.464000,40.797778,12/11/2023 06:03,1.644,,,1.784,,1.684,1.754,1.319,,,,,,,,,,GALP,L-D: 24H
SEGOVIA,VILLACASTÍN,VILLACASTIN,40150,CARRETERA N-VI KM. 82,I,-4.398917,40.777556,11/11/2023 10:48,1.659,,,1.869,,1.639,1.779,1.439,,,,,,,,,,E.S. VILLACASTIN S.L.,L-D: 06:00-23:00
SEGOVIA,VILLACASTÍN,VILLACASTIN,40150,AUTOPISTA AP-6 KM. 80,I,-4.398750,40.770722,11/11/2023 00:00,1.639,,,1.781,,1.639,1.729,,,,,,,,,,,BP AP6 VILLACASTIN SUR,L-D: 24H
SEGOVIA,VILLACASTÍN,VILLACASTIN,40150,AUTOPISTA AP-6 KM. 80,D,-4.397611,40.771972,11/11/2023 00:00,1.639,,,1.781,,1.639,1.729,,,,,,,,,,,BP AP6 VILLACASTIN NORTE,L-D: 24H
SEVILLA,AGUADULCE,AGUADULCE,41550,AVDA DE ANDALUCIA S/N,N,-5.005250,37.249611,12/11/2023 00:00,1.619,,,,,1.659,1.709,,,,,,,,,,,REPSOL,L-D: 07:00-21:00
SEVILLA,AGUADULCE,AGUADULCE,41550,AUTOVIA A-92 KM. 97,D,-4.959194,37.263528,12/11/2023 06:00,1.639,,1.699,,,1.659,1.769,,,,,,,,,,,CEPSA,L-D: 24H
SEVILLA,AGUADULCE,AGUADULCE,41550,AVENIDA DE ANDALUCIA S/N,I,-5.001667,37.251833,11/11/2023 06:00,,,,,,,,1.080,,,,,,,,,,PURICON S.C.A.,L-S: 08:00-20:00
SEVILLA,ALCALÁ DE GUADAÍRA,ALCALA DE GUADAIRA,41500,CARRETERA A-8028 KM. 3,D,-5.909917,37.376111,06/11/2023 12:15,,,,,,,,,,,,,,,1.169,1.100,,HAM SEVILLA,L-D: 07:00-23:00
SEVILLA,ALCALÁ DE GUADAÍRA,ALCALA DE GUADAIRA,41500,POLIGONO PÓLIGONO INDUSTRIAL CERRO CABEZA HERMOSA AUTOVÍA A-92 KM 78 ,D,-5.858556,37.352917,11/11/2023 09:57,1.574,,,,,1.535,,,,,,,,,,,,ECONOIL,L-S: 09:30-22:00
SEVILLA,ALCALÁ DE GUADAÍRA,ALCALA DE GUADAIRA,41500,CALLE UNO 16,D,-5.881083,37.381750,11/11/2023 15:19,1.549,,,,,1.489,,,,,,,,,,,,CEPSA,L-S: 06:00-22:00
SEVILLA,ALCALÁ DE GUADAÍRA,ALCALA DE GUADAIRA,41500,CARRETERA A-92 KM. 11,D,-5.832222,37.347556,12/11/2023 09:59,1.497,,,,,1.495,,,,,,,,,,,,PETROPRIX,L-D: 24H
SEVILLA,ALCALÁ DE GUADAÍRA,ALCALA DE GUADAIRA,41500,A-92 km 154,D,-5.827611,37.346333,12/11/2023 06:00,1.639,,1.699,,,1.675,1.795,1.379,,,,,,,,,,CEPSA,L-D: 24H
SEVILLA,ALCALÁ DE GUADAÍRA,ALCALA DE GUADAIRA,41500,SE-415 km 07,D,-5.859778,37.329833,12/11/2023 00:00,1.639,,1.699,,,1.669,1.735,,,,,,,,,,,CEPSA,L-V: 06:00-22:00; S-D: 07:00-15:00
SEVILLA,ALCALÁ DE GUADAÍRA,ALCALA DE GUADAIRA,41500,CARRETERA A-398 KM. 2,I,-5.806556,37.353583,09/11/2023 09:06,1.549,,,,,1.459,,,,,,,,,,,,E.S. ALCALA,L-D: 06:00-22:00
SEVILLA,ALCALÁ DE GUADAÍRA,ALCALA DE GUADAIRA,41500,CALLE PALMETILLO CUATRO S/N,D,-5.909278,37.374083,09/11/2023 14:20,1.499,,,,,1.489,,,,,,,,,,,,PLENOIL,L-D: 24H
SEVILLA,ALCALÁ DE GUADAÍRA,ALCALA DE GUADAIRA,41500,CR  SE-021  P.K. 08 M.D.,D,-5.934750,37.368639,12/11/2023 00:00,1.649,,,1.769,,1.689,1.759,,,,,,,,,,,REPSOL,L-D: 06:00-22:00
SEVILLA,ALCALÁ DE GUADAÍRA,ALCALA DE GUADAIRA,41500,CARRETERA SEVILLA-UTRERA KM. 8,D,-5.889556,37.308889,12/11/2023 00:00,1.649,,,,,1.689,1.759,,,,,,,0.979,,,,REPSOL,L-D: 06:00-22:30
SEVILLA,ALCALÁ DE GUADAÍRA,ALCALA DE GUADAIRA,41500,ORELLANA S/N (SE-410 km 3),I,-5.853972,37.336611,12/11/2023 00:00,1.589,,1.669,,,1.619,1.699,,,,,,,,,,,CEPSA,L-D: 06:00-22:00
SEVILLA,ALCALÁ DE GUADAÍRA,ALCALA DE GUADAIRA,41500,CARRETERA A-92 KM. 4,I,-5.895806,37.379361,11/11/2023 20:02,1.639,,,1.759,,1.609,1.699,,,,,,,,,,,GALP,L-D: 06:00-22:00
SEVILLA,ALCALÁ DE GUADAÍRA,ALCALA DE GUADAIRA,41500,CARRETERA C-432 KM. 156,D,-5.853056,37.326556,12/11/2023 00:00,1.669,,,1.779,,1.709,1.799,,,,,,,,,,,REPSOL,L-D: 06:00-23:00
SEVILLA,ALCALÁ DE GUADAÍRA,ALCALA DE GUADAIRA,41500,AUTOVIA A- 92 KM. 10,D,-5.833972,37.347806,11/11/2023 10:59,1.499,,,,,1.497,1.507,,,,,,,,,,,BALLENOIL,L-D: 24H
SEVILLA,ALCALÁ DE GUADAÍRA,ALCALA DE GUADAIRA,41500,CARRETERA A-376 KM. 18,I,-5.834278,37.242139,11/11/2023 05:00,1.655,,1.729,,,1.679,1.769,,,,,,,,,,,CEPSA,L-D: 06:00-22:00
SEVILLA,ALCALÁ DE GUADAÍRA,ALCALA DE GUADAIRA,41500,CARRETERA A-8028 KM. 3,I,-5.908694,37.375694,10/11/2023 15:00,1.669,,,,,1.709,1.789,,,,,,,,,,,REPSOL,L-V: 06:00-23:00; S: 06:00-22:00; D: 07:00-22:00
SEVILLA,ALCALÁ DE GUADAÍRA,ALCALA DE GUADAIRA,41500,CARRETERA A-8028 KM. 3,D,-5.908778,37.376583,10/11/2023 14:59,1.669,,,,,1.709,1.789,,,,,,,,,,,REPSOL,L-V: 06:00-22:00; S: 06:00-14:00
SEVILLA,ALCALÁ DE GUADAÍRA,ALCALA DE GUADAIRA,41500,SE-021 km 2.250,I,-5.921750,37.372722,10/11/2023 14:00,1.669,,,1.809,,1.729,1.809,,,,,,,,,,,SHELL,L-D: 06:00-22:00
SEVILLA,ALCALÁ DE GUADAÍRA,ALCALA DE GUADAIRA,41500,A-92 SEVILLA-MALAGA km 5.900,I,-5.879972,37.370056,10/11/2023 14:00,1.659,,,,,1.629,1.709,,,,,,,,,,,SHELL,L-V: 06:00-21:00
SEVILLA,ALCALÁ DE GUADAÍRA,ALCALA DE GUADAIRA,41500,CL MAR CANTABRICO 13,N,-5.846611,37.347583,10/11/2023 14:00,1.589,,,1.729,,1.619,1.699,,,,,,,,,,,SHELL,L-D: 06:00-00:00
SEVILLA,ALCALÁ DE GUADAÍRA,ALCALA DE GUADAIRA,41500,AUTOVIA CR.SEVILLA MALAGA KM. 75,D,-5.868306,37.356889,10/11/2023 14:00,1.649,,,1.789,,1.629,1.709,,,,,,,,,,,SHELL,L-V: 06:30-17:30
SEVILLA,ALCALÁ DE GUADAÍRA,ALCALA DE GUADAIRA,41500,AUTOVIA A-92 KM. 11900,D,-5.820639,37.343972,06/11/2023 08:58,1.699,,,1.877,,1.719,1.849,,,,,,,,,,,BP E.S.BAELO,L-V: 06:30-22:30; S-D: 07:00-22:30
SEVILLA,ALCALÁ DE GUADAÍRA,ALCALA DE GUADAIRA,41500,CALLE LA RED NUEVE 15,D,-5.889417,37.368111,06/11/2023 10:26,1.640,,,,,1.635,1.735,,,,,,,,,,,E.S. MAGDAOIL,L-S: 06:00-20:00
SEVILLA,ALCALÁ DE GUADAÍRA,ALCALA DE GUADAIRA,41500,DISEMINADO CR SEVILLA-MALAGA 9600,D,-5.846472,37.352278,09/11/2023 18:54,1.566,,,,,1.499,1.511,,,,,,,0.899,,,,ZACATÍN ,L-D: 24H
SEVILLA,ALCALÁ DE GUADAÍRA,ALCALA DE GUADAIRA,41500,AUTOPISTA A-92 KM. 7700,I,-5.867000,37.357361,09/11/2023 18:55,1.566,,,,,1.499,1.511,,,,,,,,,,,NOVAOIL,L-D: 24H
SEVILLA,ALCALÁ DE GUADAÍRA,ALCALA DE GUADAIRA,41500,CARRETERA SEVILLA MALAGA KM. 4,D,-5.890278,37.376417,09/11/2023 12:23,1.689,,,1.849,,1.719,1.826,,,,,,,,,,,BP,L-D: 24H
SEVILLA,ALCALÁ DE GUADAÍRA,ALCALA DE GUADAIRA,41500,CARRETERA A-360 ALCALA-MORON KM. 4400,D,-5.789278,37.295722,09/11/2023 13:17,1.569,,,,,1.499,1.549,1.259,,,,,,0.838,,,,AGLA,L-S: 06:00-21:30; D: 07:00-14:00
SEVILLA,ALCALÁ DE GUADAÍRA,ALCALA DE GUADAIRA,41500,CARRETERA N-IV KM. 1628,I,-5.919278,37.215500,09/11/2023 13:59,1.649,,,,,1.669,1.769,1.369,,,,,,,,,,CEPSA,L-V: 06:00-22:00; S-D: 07:00-22:00
SEVILLA,ALCALÁ DE GUADAÍRA,ACEBUCHAL (EL),41500,CARRETERA ALCALA DOS HERMANAS KM. 55,D,-5.898000,37.300528,06/11/2023 13:06,1.699,,,,,1.699,,,,,,,,,,,,OIL LINE,L-D: 24H
SEVILLA,ALCALÁ DEL RÍO,ALCALA DEL RIO,41200,AVENIDA DE ANDALUCIA S/N,D,-5.978056,37.523944,10/11/2023 10:19,1.487,,,,,1.416,,,,,,,,,,,,MOOVE,L-D: 24H
SEVILLA,ALCALÁ DEL RÍO,ALCALA DEL RIO,41200,CARRETERA A-8006 KM.15 KM. ,D,-5.998111,37.509000,08/11/2023 13:03,1.599,,,,,1.590,,1.235,,,,,,,,,,PRODUCTORES DEL CAMPO S.C.A.,L-D: 24H
SEVILLA,ALCALÁ DEL RÍO,ALCALA DEL RIO,41200,CALLE VARIANTE CC-431 1274,I,-5.987306,37.512083,09/11/2023 08:44,1.682,,,,,1.702,1.809,1.289,,,,,,,,,,CEPSA,L-D: 05:00-23:00
SEVILLA,ALCOLEA DEL RÍO,ALCOLEA DEL RIO,41449,CARRETERA SE 431 KM 89 KM. 89,I,-5.667056,37.617861,06/11/2023 10:36,1.659,,,,,1.689,1.749,1.399,,,,,,,,,,CEPSA,L-D: 24H
SEVILLA,ALGABA (LA),ALGABA (LA),41980,AVENIDA DE LA INDUSTRIA 25,N,-6.002056,37.463111,11/11/2023 10:59,1.569,,,,,1.539,,,,,,,,,,,,BALLENOIL,L-D: 24H
SEVILLA,ALGABA (LA),ALGABA (LA),41980,CARRETERA A-8079 KM. 2,I,-6.024528,37.461806,12/11/2023 00:00,1.649,,1.689,1.759,,1.669,1.739,,,,,,,,,,,REPSOL,L-D: 06:00-22:00
SEVILLA,ALGÁMITAS,ALGAMITAS,41661,CALLE HORCAJO ,N,-5.149528,37.020250,06/11/2023 11:06,1.570,,,,,1.547,,1.149,,,,,,,,,,SIERRA DEL TERRIL SCA,L-D: 00:00-23:59
SEVILLA,ALMADÉN DE LA PLATA,ALMADEN DE LA PLATA,41240,CARRETERA C-421 KM. 1138,I,-6.087806,37.870444,01/11/2023 00:00,1.619,,,,,1.679,1.729,1.319,,,,,,,,,,CAMPSA,V: 08:00-20:00
SEVILLA,ALMENSILLA,ALMENSILLA,41111,CARRETERA SE-648 KM. 91,N,-6.093556,37.313778,11/11/2023 04:00,1.609,,,,,1.549,1.589,,,,,,,,,,,M4 REPOST,L-D: 06:00-22:00
SEVILLA,ALMENSILLA,ALMENSILLA,41111,CALLE ALISO 32,D,-6.101306,37.309917,11/11/2023 11:40,1.638,,,,,1.538,,,,,,,,,,,,E S C,L-D: 00:00-23:59
